,JP001,JP002,JP003,JP004,JP005,JP006,JP007,JP008
Acy3,7.501385781,8.160860153,7.735931314,7.768919253,8.245648399,8.017495109,8.229795843,7.70762155
Acyp1,9.879067283,9.437714262,10.17357646,9.803731795,8.871015934,9.061948748,8.847323507,9.074756497
Acyp2,9.344764275,9.0916232,9.378556248,9.408355303,9.663392947,9.824664525,9.868194773,9.841626247
Ada,6.83717605,6.755184066,6.928569926,6.751583875,7.258399394,7.766663335,7.835227683,7.737488976
Adad1,5.879159283,5.879159283,5.879159283,5.879159283,6.096462633,6.295013313,5.879159283,5.879159283
Adad2,5.879159283,6.094413048,6.419168783,6.053066025,6.391701842,6.147641911,5.879159283,6.624520427
Adal,10.47751184,10.55411403,10.38362069,10.17620177,9.857225075,9.479189896,9.790651246,9.780513213
Adam10,11.98398191,11.87526885,11.91322117,12.04171905,12.24086259,11.92675346,12.12083333,11.95540454
Adam11,12.39114111,12.14151272,12.09712103,12.365606,11.13210357,11.74236412,11.72509551,11.55682634
Adam12,8.422860691,7.983741912,8.27367854,8.331843922,8.832007055,9.02574352,9.116800013,8.827853207
Adam15,12.30784918,12.27573481,12.31827471,12.43029818,13.13885047,12.63389377,12.73421406,12.52581092
Adam17,9.775016031,9.986678826,9.881023292,10.51240591,11.89530502,11.62398599,11.43488281,11.59783192
Adam18,8.14669398,7.941259855,8.047386131,7.884741322,7.450056642,7.841437071,7.624783667,7.696459661
Adam19,9.273203144,9.553485656,9.330085795,9.201858116,8.513412247,9.230652712,8.892616129,8.656231806
Adam1a,8.246155985,7.684954182,7.698921288,7.506979143,7.960254081,7.69097887,7.830920525,7.760504103
Adam1b,6.228720272,6.092910984,6.417330323,6.478390381,6.388759542,6.259508854,5.879159283,5.879159283
Adam2,5.879159283,5.879159283,5.879159283,6.053114698,6.3572602,5.879159283,5.879159283,6.436785756
Adam20,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Adam21,6.928348932,6.9076428,6.817042316,6.053390613,6.153092363,6.447794267,6.556049817,6.410760784
Adam22,13.38056397,13.49161328,13.27736882,13.21565375,12.00750897,12.50752094,12.79089216,12.7876138
Adam23,12.04072109,11.80460515,12.02069115,12.00037315,11.23190676,11.53113395,11.65074365,11.33464157
Adam24,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Adam25,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Adam26a,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Adam26b,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Adam28,6.542358544,6.371451367,6.512546477,6.451111038,6.665454776,6.504309474,6.322641781,6.40852863
Adam29,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Adam3,5.879159283,6.379193549,6.467309897,5.879159283,5.879159283,6.26709855,5.879159283,6.135089831
Adam30,5.879159283,5.879159283,5.879159283,5.879159283,6.071962776,5.879159283,5.879159283,5.879159283
Adam32,6.480005821,6.574896762,6.388678772,6.575913922,6.599480788,6.384503522,6.250179106,6.655124461
Adam33,7.732391342,8.563255296,7.788863357,7.147404281,6.906400121,7.192705776,7.873051296,7.776901552
Adam34,6.081922199,5.879159283,6.297883471,5.879159283,5.879159283,6.148065348,5.879159283,5.879159283
Adam39,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Adam4,6.081758468,6.517771597,6.6732247,6.452942355,6.352516718,6.559591858,5.879159283,6.465273022
Adam5,5.879159283,6.563787489,6.90892546,6.761923444,6.76102606,6.480247769,6.708557321,7.07221092
Adam6a,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Adam6b,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Adam7,5.879159283,5.879159283,5.879159283,5.879159283,6.072559077,5.879159283,6.061430639,5.879159283
Adam8,7.144858488,7.505680006,6.731095189,7.293438035,6.758993703,7.439434261,6.786051688,6.724246834
Adam9,12.02814952,11.99408593,11.98217151,12.22146005,12.15107338,12.31267823,12.32903638,12.53317467
Adamdec1,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Adamts1,9.909044475,9.72775511,9.86286976,10.51930316,11.94350818,12.01101804,11.93036926,12.00752365
Adamts10,9.882819995,9.466092487,9.451995664,9.595010512,10.75309819,9.989541944,9.825212887,9.796144691
Adamts12,6.601107865,6.263196135,6.187527127,6.194083266,7.090960744,6.553801883,7.219967069,7.375011989
Adamts13,7.325888394,7.671152573,7.833901139,7.421228248,6.756776666,7.092914734,7.400819981,7.063889844
Adamts14,6.164743985,6.180848433,6.220860473,6.268538899,6.351037336,6.260777147,6.360440443,6.188116779
Adamts15,7.503424549,7.289369447,6.962224803,7.241227486,7.05617521,7.229910008,7.202739491,7.296830509
Adamts16,7.910708046,8.146680132,7.729072175,8.038779656,7.206561222,7.443140726,7.365429211,6.881155074
Adamts17,8.083669764,8.13343184,8.487855368,8.117777326,7.283515072,7.962594212,7.954101924,7.750124374
Adamts18,7.233097953,7.464200848,7.240999076,7.094244409,6.772535795,7.320726039,7.375102546,7.136402639
Adamts19,7.21758009,6.75699362,6.830788561,6.763814295,6.966309671,6.899087768,6.899143017,6.978286127
Adamts2,9.607622997,9.538987646,9.389411653,9.432174423,9.000732991,9.050515411,9.03958495,9.040337067
Adamts20,8.652878793,8.932351845,9.110929461,9.106495493,9.469410146,9.366967126,9.26397585,9.207449112
Adamts3,8.595525703,8.80245706,8.665469812,8.608113674,8.006362882,8.22095172,8.487806044,8.441526809
Adamts4,10.82740295,10.62082384,11.41906684,11.03394044,12.82095158,12.87950644,12.686348,12.75656268
Adamts5,8.39705085,7.659750015,8.008339649,8.623066689,8.408322244,7.936316326,8.057491366,8.346582468
Adamts6,7.521987491,7.161412901,7.229085238,7.443079082,8.094460531,7.976891812,8.329794929,7.793454852
Adamts7,6.582848595,6.254896721,6.143987509,6.908367238,7.297475643,7.127909034,6.890884257,7.151048243
Adamts8,7.972873209,8.081346399,7.786867946,8.386308628,6.981813695,7.415177176,7.488128848,7.639243558
Adamts9,7.791063285,7.594886929,7.104770234,7.238818575,8.704941754,8.099881125,8.174045509,7.925814736
Adamtsl1,9.309064613,8.894912367,9.439840333,8.859225936,9.398795671,9.578677632,9.98225817,9.642130378
Adamtsl2,9.2738812,9.923719348,9.812130994,9.327645708,8.390672471,9.376344213,9.54163393,9.398106307
Adamtsl3,6.851929704,7.084376074,6.795507147,7.077340377,7.210436366,7.787448314,7.376470999,7.666910532
Adamtsl4,9.411558669,9.076970329,9.826137142,9.288541778,9.55517743,9.284805226,9.342563255,9.23740899
Adamtsl5,7.856078647,7.904796961,7.731347806,8.157411019,9.542236598,9.179692705,8.951187694,8.466546638
Adap1,14.16520008,14.16328255,14.31890423,14.19190342,13.10435078,13.68898212,13.7881821,13.86105374
Adap2,6.156030297,6.897195307,7.198301807,7.615898124,6.8710121,7.047232492,6.793796304,6.924274137
Adar,12.71932457,12.36783032,12.26123844,12.46427287,11.4997452,11.56843562,11.98190486,11.41055565
Adarb1,11.19852545,11.14523646,11.25350469,11.04804567,9.362776802,10.17586957,10.76362989,10.18279442
Adarb2,8.64364112,8.796942447,9.117521184,9.262332595,9.340488567,9.252321562,9.1070122,9.89296664
Adat1,9.081228929,8.966351909,9.146033053,9.23414388,7.946264572,7.989668264,8.185502688,7.935053506
Adat2,7.476597898,7.275022597,7.681594118,7.50838169,7.199683451,7.37194658,7.127355982,7.466274742
Adat3,7.809101501,7.55772488,7.674986719,7.66677075,6.903858187,7.128583915,7.458053299,7.322066618
Adck1,11.39809614,11.46809607,11.53052713,11.49658467,11.32628265,11.01503456,11.10848802,11.00141912
Adck2,10.8311166,10.68851221,10.88361176,10.9581326,10.27097659,9.89901035,9.839724996,9.730390018
Adck5,10.11896513,10.03132376,9.801220767,10.00439241,10.16887256,9.925810026,9.877247328,10.06370304
Adcy1,13.53252309,12.81379463,13.39798181,13.53001578,10.76953397,11.93285892,12.10914431,11.6553151
Adcy10,7.772135314,7.243784476,7.655187267,7.672836738,7.579643606,6.870554372,7.267086861,6.831482851
Adcy2,13.47383679,13.40658861,13.3857668,13.37402262,13.8590223,13.62005604,13.63818989,13.53081403
Adcy3,12.33470134,12.21039689,12.03703929,12.28518216,12.06263526,11.97380589,12.07823868,11.87146234
Adcy4,6.910760561,6.379826137,6.280827116,7.292685449,6.382568375,6.327161474,6.898496015,7.169706546
Adcy5,10.69036971,10.01860501,10.55260213,10.48689611,11.16764223,11.25967394,11.16098339,11.30310063
Adcy6,9.051470306,9.59008657,8.699665039,9.058578409,8.535974316,8.00027466,8.763814309,8.399465033
Adcy7,8.545909654,8.442448974,8.936902721,8.874356352,7.801664545,8.270344826,8.427497615,8.218299198
Adcy8,11.21296369,11.06840481,10.96720806,11.25544857,10.82267287,10.89446708,11.23721062,11.0215407
Adcy9,10.49132457,10.1305124,10.26191416,10.06193434,9.297683825,9.399678916,9.532266179,9.334507007
Adcyap1,10.237796,11.0771211,9.756970757,9.747140986,8.885886005,10.03099837,10.14569005,10.41888527
Adcyap1r1,12.60063705,12.613642,12.43805645,13.07425511,14.46031059,13.85904742,14.1158484,13.42424927
Add1,14.55128708,14.63964118,14.45053775,14.55257314,15.00106855,14.90429938,14.75853899,14.88285423
Add2,13.18470207,13.02826609,12.98568414,12.95472473,10.96501737,12.13477422,12.24570089,12.1556713
Add3,12.50473756,12.50760688,12.42142157,12.78670738,14.64938092,14.03498243,13.9580718,13.82426313
Adgb,6.471729629,6.799494451,6.089899993,6.49243621,6.786430844,6.497429284,6.652698866,6.857843305
Adgra1,12.4812266,12.18007455,12.43363435,12.3020403,11.68656588,11.96690998,11.97715906,11.78416061
Adgra2,7.235768962,7.464077752,7.277661024,7.358560713,7.206378588,7.192583511,6.906336396,7.074589705
Adgra3,10.19774857,10.35218462,10.36079232,10.73677438,11.83552871,11.58615449,11.40417352,11.48332579
Adgrb1,12.33809505,11.63948061,12.04531659,12.06082383,11.50733854,11.56479598,11.712767,11.29499594
Adgrb2,12.8498713,12.45337095,12.5716495,12.49343795,12.09606422,12.21787635,12.31689015,11.99259772
Adgrb3,12.08521356,12.39349909,12.09764997,11.95633654,11.47151936,11.63675102,11.30862252,11.5347671
Adgrd1,9.777026543,9.405697184,9.590913582,9.254362475,7.71457727,8.907659125,8.310277653,8.797502684
Adgrd2-ps,5.879159283,5.879159283,5.879159283,5.879159283,6.390247134,5.879159283,5.879159283,6.348467366
Adgre1,7.509663608,8.060365265,8.054067698,8.476734442,7.455740112,8.661359173,7.569813086,7.973661847
Adgre4,5.879159283,5.879159283,6.221484203,5.879159283,6.26606084,6.209659739,6.137415697,6.187943213
Adgre5,7.415865555,8.469664246,7.923169795,8.44904415,10.77199238,9.750654058,9.608601624,9.39140529
Adgrf1,5.879159283,5.879159283,5.879159283,6.125548897,6.213760232,5.879159283,5.879159283,5.879159283
Adgrf2,6.628540031,6.400980069,5.879159283,6.053454842,5.879159283,6.259867494,5.879159283,5.879159283
Adgrf3,5.879159283,5.879159283,5.879159283,5.879159283,6.151622456,5.879159283,5.879159283,5.879159283
Adgrf4,7.626587949,7.494358018,7.736437422,8.374684847,6.569473503,6.692391008,6.31439934,7.030890752
Adgrf5,6.077446564,6.699026348,6.432941419,8.36700983,7.08449153,6.975011379,7.557126125,7.394284748
Adgrg1,12.23658488,12.12964662,11.91670721,12.79548028,14.67630336,14.35908481,14.29123441,13.76906126
Adgrg2,7.891193752,7.759806271,7.047651497,7.276851652,7.843962893,7.969459818,7.948186677,8.149250052
Adgrg3,6.463710912,6.598675797,6.312314354,6.405213549,7.469570752,6.919915104,7.2218133,6.464715807
Adgrg4,6.526183979,6.417986575,6.476728373,6.569909382,6.771969518,6.715958034,6.5344254,6.346520071
Adgrg5,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Adgrg6,7.779315789,7.429106244,8.468901371,7.911736667,7.463813757,8.367396123,7.463362376,7.657490865
Adgrg7,5.879159283,5.879159283,5.879159283,5.879159283,6.151622456,5.879159283,5.879159283,5.879159283
Adgrl1,12.68349505,12.57251341,12.61658014,12.52143203,11.50521244,11.95730337,12.13058722,11.56732558
Adgrl2,11.90426545,11.33290282,11.58095996,11.69275992,10.30905229,10.55871743,10.81938593,10.64774442
Adgrl3,11.80355564,11.53545815,11.53577483,11.30254235,11.90908748,11.47498378,11.83131721,11.40848778
Adgrl4,6.72044788,6.88587627,7.01736764,7.770516946,7.557777386,7.56300604,7.371824572,7.691640792
Adgrv1,7.667502216,7.543224625,8.092180596,7.7413698,9.037413613,9.092321857,8.823374967,9.013089647
Adh1,6.104488715,5.879159283,5.879159283,6.208325977,5.879159283,6.540731722,6.442057304,6.15280271
Adh4,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Adh5,11.62536199,11.71770358,11.97869376,11.97341797,12.76121799,12.52949561,12.47845015,12.35092763
Adh6-ps1,6.12181079,6.060792804,5.879159283,5.879159283,6.1114474,6.040682816,5.879159283,6.222450799
Adh6a,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.137554817,5.879159283
Adh6b,6.699126567,6.654499852,6.59646882,6.483939768,6.626298129,6.530427104,6.568650621,6.672983739
Adh7,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.520372191
Adhfe1,10.32281857,10.34297162,9.98442586,10.64167624,13.823323,12.90570027,12.69671474,12.62138651
Adi1,11.05237681,10.9707446,12.280105,11.99887293,11.75030257,11.60584555,11.57120379,11.50517901
Adig,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Adipoq,5.879159283,5.879159283,5.879159283,6.075584442,5.879159283,6.178806384,6.343262417,5.879159283
Adipor1,12.48953057,12.52230312,12.65820257,12.65610655,13.58314359,13.19961686,13.06953094,13.14903153
Adipor2,9.410900221,10.00969688,9.735205244,9.778788821,10.90669187,10.4352198,10.02055618,10.45300969
Adk,12.38147504,12.23698822,12.29206601,12.64486857,14.48288792,13.76598565,13.66237193,13.54040385
Adm,7.247966327,7.505548202,7.786771624,8.326330044,9.322077561,8.151989473,8.086934897,8.471191849
Adm2,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.306759155,5.879159283,6.132568104
Adnp,9.461918359,9.150551394,9.476961779,9.570329846,9.226690331,8.873390159,9.346042239,8.70197378
Adnp2,10.51741036,10.74953409,10.59989133,10.54392444,10.45982034,10.55733246,10.42420431,10.15999158
Ado,11.45444555,11.58730722,11.38180254,11.28864309,11.81536152,12.09164267,11.80633303,12.06501774
Adora1,14.0198231,13.68311813,13.93647584,14.03911566,13.85583444,13.82969824,13.8599656,13.83382811
Adora2a,6.832842377,7.652487297,7.258386394,7.101265201,9.843118699,8.632231755,8.097453887,8.312218854
Adora2b,9.684444821,10.16795777,9.573145756,10.27076759,12.79039734,12.15262841,11.95317384,11.7235966
Adora3,7.14634879,7.034134192,6.860163439,6.990383283,6.974644911,6.753530904,6.70197038,6.663263615
Adpgk,10.21668333,10.46975531,10.15846382,10.33643484,11.28608533,10.69305529,10.44646234,10.52856999
Adprh,13.02115898,12.85725371,13.14962912,13.07155102,13.12320487,12.98008672,12.94809816,12.94506246
Adprhl1,5.879159283,6.072000305,6.032319409,6.579927074,6.485224858,6.493493688,6.237115275,6.116290644
Adprhl2,11.2804703,11.38801276,11.4897827,11.49980383,11.50289363,11.37879422,11.16645876,11.45166496
Adprm,9.974771606,9.774817909,10.07875156,10.04738782,9.977521742,9.605739143,9.630980783,9.814474584
Adra1a,8.836045285,8.708316326,8.538643374,8.668114269,10.50146339,10.31604049,10.07854452,9.949183805
Adra1b,10.146898,9.779888594,9.907374036,10.51543998,10.16897536,10.21471292,9.920388919,9.989364127
Adra1d,8.488599717,8.070298717,8.085589963,8.534828954,7.26847092,7.655104841,8.078637988,8.008556987
Adra2a,10.4415809,10.85538738,10.44959209,10.05816278,10.96940727,10.63409467,10.54913663,9.87901859
Adra2b,6.4117091,6.248788692,6.361480603,6.338988205,6.516382367,6.38229325,6.393135249,6.349381439
Adra2c,10.88103614,11.15285593,10.79017687,10.7668332,9.004378457,9.989934396,10.38847391,10.24943153
Adrb1,10.30387956,10.74337995,10.49432417,10.52284434,9.856663224,9.531693989,9.579891636,9.234987852
Adrb2,6.965422292,7.750858682,7.811804152,8.306695714,6.796095186,7.78627191,7.416376704,7.110789304
Adrb3,8.064109173,8.259394693,8.322470781,7.834324545,7.602230325,7.738064089,8.291803609,8.221684145
Adrm1,12.40271988,12.36147695,12.50026346,12.41127985,12.53458609,12.50175744,12.40592569,12.51565718
Adsl,11.21649758,10.99303171,11.42381567,11.36651235,11.87619545,11.52334914,11.55514853,11.42774779
Adss,12.27259941,12.17827918,12.31986338,12.15166487,11.12170046,11.54110765,11.63742607,11.51460983
Adssl1,10.41277727,10.5083405,11.1247735,10.5101437,12.10664488,12.32025987,11.94430832,12.26610239
Adtrp,6.42370104,6.040619834,6.31374348,6.363384468,6.490691899,6.736596863,6.699561468,6.552486382
Aebp1,8.212325172,8.546401935,8.23516069,8.552366968,10.17162281,10.20282415,9.927020734,10.57641576
Aebp2,10.37838708,10.33488972,10.52336463,10.60708553,10.61208607,10.56188987,10.34106904,10.59741454
AEKR01077154.1,7.600957124,8.113090237,8.08046529,8.156582503,8.32854248,8.606356434,8.031713166,8.159760458
Aen,10.70000663,10.87370029,11.03154156,11.0508937,11.5670426,11.29448281,11.18412981,11.37366826
Aes,13.22778507,12.90170829,13.42861468,13.59113405,12.81209727,13.13228082,13.03065448,13.00591981
AF067061,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
AF067063,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
AF366264,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.195417442,5.879159283
Afap1,9.376923691,9.688318271,9.251354297,10.01783291,10.86099965,10.63027958,10.86887705,10.70110199
Afap1l1,10.65655714,10.21457783,10.74600582,10.62652821,10.28861865,10.7505905,10.75842828,10.80914311
Afap1l2,9.568712579,9.715903572,9.789391855,10.8075695,11.6019676,11.22465518,11.16949059,11.55809184
Afdn,11.50947158,11.17491588,11.21634955,11.11143242,10.51575256,10.64690408,10.50510072,10.75257255
Aff1,8.513415001,8.954620369,8.359802115,8.807996188,9.960963579,9.433323039,9.776648781,9.048507023
Aff2,9.265438893,9.108394422,9.20073205,9.273727706,8.291325241,8.342746556,8.639571417,8.534781349
Aff3,11.03489496,10.80753169,10.4662295,10.72243615,8.58982395,9.462725389,9.741678112,9.932337523
Aff4,12.40329061,12.43564802,12.28598611,12.62783018,11.9048505,12.52023959,12.06660257,12.52347516
Afg1l,10.054901,10.14391975,10.2534187,10.37355518,11.25959282,10.40203543,10.30640905,10.14755089
Afg3l1,10.7534926,10.36676926,10.57907024,11.00745305,12.05712484,11.70241952,11.65253881,11.67909955
Afg3l2,12.64544057,12.66447231,12.72666316,12.64665427,12.36466757,12.36323209,12.4360602,12.50401636
Afm,6.07032615,5.879159283,6.134376957,5.879159283,6.287412,5.879159283,6.051156302,5.879159283
Afmid,7.995804561,8.009338171,7.924884155,7.520109984,7.729345419,7.805376347,8.015046757,7.698849576
Afp,6.724671415,6.499889503,6.446348541,6.378085881,6.086426443,6.353712167,6.336174567,6.570553983
Aftph,11.69031864,11.90624844,11.57703199,11.52575778,10.90412579,11.05779751,10.89443164,11.05842637
Aga,8.995814555,9.35063798,9.212088246,9.303337401,10.16975647,9.404832267,9.248247923,9.418701481
Agap1,10.92013446,11.152614,11.32785879,11.26512527,11.59155298,11.8628187,11.17293319,11.50923914
Agap2,9.080833736,8.538329282,8.135405042,7.823531564,7.091534026,8.274508247,7.881562822,8.112088838
Agap3,13.71211202,13.52248489,13.69678993,13.66050581,12.68910218,13.2077708,13.27753003,13.19108233
Agbl1,7.258058574,6.644571876,6.803403126,6.957323289,6.307226224,6.743805869,6.644520817,6.776086107
Agbl2,7.010909906,7.459032926,7.297632932,7.271966378,8.648205458,8.214307974,8.224160396,8.367350874
Agbl3,9.098490219,9.241948261,9.461308744,9.184255009,9.226761559,8.638961508,8.86674534,8.889675154
Agbl4,10.11208822,10.07703332,10.12045527,9.949231948,8.314254578,8.902807887,8.932023043,9.171487298
Agbl5,8.67348555,8.47808118,8.884817413,8.694225822,8.912901152,8.576520681,8.488321601,8.07394799
Ager,6.577867159,6.621042373,5.879159283,6.62943917,7.285252323,6.548183062,6.837544674,6.76938981
Agfg1,11.81775054,11.96307866,11.77925776,12.01927923,11.5446546,11.79524024,11.77993751,12.00908341
Agfg2,11.1386168,11.32725503,11.10001697,10.90130023,11.31251054,11.06107084,11.07412456,10.96351209
Aggf1,11.91745517,11.86123676,12.15399613,12.15241171,11.68484927,11.89228406,11.91338791,11.87439483
Agk,11.98626643,12.08865223,12.08627206,11.82956809,11.77709819,11.88366828,11.75127936,11.950356
Agl,10.56834637,10.55301267,10.43310023,10.71957623,12.35105432,11.4742381,11.71565985,11.40441738
Agmat,6.607803983,7.488284281,6.87821405,6.767595319,5.879159283,6.411852524,6.643878241,6.751026725
Agmo,8.517463979,9.129181544,8.490852664,9.361764516,11.45372186,10.71927667,10.4932373,10.22495302
Ago1,9.139250298,8.924325676,8.960121237,8.708246158,8.762767143,9.204837802,8.798916768,8.689075315
Ago2,10.86397774,11.1141836,10.78844636,10.88658029,10.52010991,10.52219584,10.9386069,10.78648696
Ago3,10.25265203,10.30653413,9.944228836,10.00654776,10.05869323,9.828946299,9.85568984,9.714374104
Ago4,8.787396612,9.102929469,9.014565488,9.079904907,9.025884147,8.8125848,8.739422847,8.849448378
Agpat1,10.92617872,11.48038636,11.05038225,10.98515932,11.191873,10.86815182,10.56668885,10.86782924
Agpat2,6.363737381,6.985491325,7.335612345,7.361639564,8.820080905,8.55150039,8.498507609,8.212871315
Agpat3,12.63065191,12.68277096,12.58423159,12.84539292,14.71000228,14.11872929,14.04997367,13.72447299
Agpat4,12.42529384,12.6640019,12.78458909,12.50604529,12.94124728,13.17348809,12.93009265,13.16293216
Agpat5,12.16137412,12.14476633,12.15878508,12.56260324,14.20151643,13.71530568,13.47941553,13.49404309
Agps,10.94859286,11.19089094,10.98487728,11.07549805,11.03963739,11.2580198,11.25342587,11.11648353
Agr2,5.879159283,5.879159283,5.879159283,6.05514034,5.879159283,6.069921186,5.879159283,5.879159283
Agr3,5.879159283,5.879159283,5.879159283,6.127511135,5.879159283,5.879159283,5.879159283,6.057549357
Agrn,11.66936166,11.34928895,11.37075791,11.57251495,11.54905742,11.50923742,11.57361559,11.16492483
Agrp,6.944887553,6.727602796,6.812087267,6.817067683,6.634692693,6.377573346,6.651981883,6.65423764
Agt,10.30018027,10.46417354,10.11817245,10.15896388,14.58797782,13.89921396,14.12272484,13.4552203
Agtpbp1,12.7884742,12.52055919,12.7898466,12.73997561,11.01638255,12.09223598,12.13671964,12.23392655
Agtr1a,6.933017451,6.521962368,6.786401506,6.931896517,6.793139558,6.558352566,6.739916998,6.891277022
Agtr1b,6.282510538,6.09325044,6.050052439,5.879159283,6.072763724,6.206832327,5.879159283,5.879159283
Agtr2,6.654340386,6.093188039,6.618094523,6.917583313,6.214181765,6.069952627,6.811754137,6.131052732
Agtrap,8.727704542,8.550393248,8.559897272,8.745145812,10.73075234,10.26087295,10.07921683,10.02980421
Agxt,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.393906662,5.879159283
Agxt2,5.879159283,5.879159283,5.879159283,6.05488681,5.879159283,5.879159283,5.879159283,6.057541264
Ahctf1,10.603884,10.39147598,10.43768085,10.6642843,10.12892173,9.884727965,10.42385338,10.03246332
Ahcy,11.10985276,11.29591814,11.156172,9.755226217,10.49709428,10.7744872,10.82483619,10.78103836
Ahcyl1,14.29311051,14.28286657,14.1412381,14.40717137,15.8891216,15.22032215,15.27630189,15.06316241
Ahcyl2,11.49421125,11.66986112,11.40473144,11.60531543,12.67852453,12.11727086,12.10641976,11.89271307
Ahdc1,8.764909286,8.757727112,8.535571186,8.718743863,8.612490291,8.168635742,8.342162101,8.130536541
Ahi1,12.70379364,12.78067969,12.59329001,12.53588255,11.94843592,12.09631985,12.09525774,12.2886749
Ahnak,8.972478014,8.045665141,8.811435206,8.959975104,7.970485466,7.763442772,8.120245234,7.946493523
Ahnak2,5.879159283,7.235414132,6.851636754,6.884747216,7.11324708,7.266337952,6.930922688,7.190462427
Ahr,9.377078332,8.921953197,9.415707065,9.453670666,8.123222507,8.808652323,8.53942302,8.336473861
Ahrr,7.499332602,7.058156091,6.909478966,7.093639838,7.59739744,7.873263549,8.102697624,7.410446463
Ahsa1,12.91706279,12.93506086,13.05998184,12.86443704,12.55317874,12.73661737,12.69204259,12.88281476
Ahsa2,10.59146837,10.57886945,10.831728,10.84700486,10.53890632,10.65007068,10.66439069,10.66329858
Ahsg,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
AI182371,6.279050716,6.906418202,7.03355488,6.563527662,7.003673536,6.887533132,6.783400657,6.644395332
AI413582,11.82077107,11.83415837,12.12348039,11.90737258,11.16972802,11.52648312,11.39047307,11.49430621
AI429214,8.324607446,8.32470181,8.521387718,7.822950478,8.695711948,8.756011068,8.456759827,8.59231078
AI464131,11.73762236,12.2852668,11.70748152,12.5339774,15.40950188,14.32684873,14.33663989,13.76052366
AI467606,5.879159283,6.499680241,6.284869331,6.933548699,6.215168236,6.511293121,6.272623275,6.445553511
AI481877,6.23904635,5.879159283,5.879159283,5.879159283,5.879159283,6.595428248,6.160923493,5.879159283
AI593442,12.94690363,12.97162145,12.32609171,12.59207091,10.84308853,12.00315324,12.08897797,12.32359674
AI597479,11.1028114,11.12623295,11.22675681,11.34542064,9.984292355,10.237527,10.09120626,10.46270302
AI661453,5.879159283,5.879159283,5.879159283,6.269369398,5.879159283,5.879159283,5.879159283,5.879159283
AI837181,11.1454192,11.30692862,11.41426208,11.29219749,10.25901548,10.51258323,10.72649442,10.47511421
AI854703,10.7490961,10.67559223,10.85036245,10.68661458,9.97979984,10.2811131,10.58227692,10.64962441
AI987944,9.240814156,9.679348791,9.444852263,9.573959307,10.05003075,9.735688317,9.397701209,9.679820343
Aicda,6.173860612,6.549182572,6.243444748,6.025411746,6.254790316,6.198527184,6.320685221,6.482987624
Aida,9.674437555,9.521422762,9.624262302,9.475729952,9.351288742,9.354160983,9.524027353,9.183123236
Aif1,6.927605229,7.324710618,7.582986679,7.863948984,7.427425814,7.567404997,6.952695451,7.28042744
Aif1l,8.89395276,8.915942839,9.158060763,9.352794696,11.02493236,10.87489935,10.53223572,10.6564131
Aifm1,10.97692941,11.08253816,10.85399179,10.89548073,11.55556788,11.08026627,10.97733741,11.07648591
Aifm2,8.497413253,9.128496296,9.082824091,9.4302,10.76359804,10.15459678,10.21785245,10.08972997
Aifm3,11.30590258,11.15802463,11.20318176,11.45825394,11.91481462,11.36586018,11.60426485,11.23089801
Aig1,12.38446098,12.0327873,12.35101153,12.15356071,11.9864439,12.35634582,12.28477302,12.33679965
Aim2,6.881408502,6.968748267,6.887079096,7.623482407,7.152412545,7.276393881,7.013797008,7.141057285
Aimp1,10.41753987,10.45054751,10.72028182,10.40778783,9.657040883,9.964299291,9.869477964,9.917135891
Aimp2,11.22624815,11.16367454,11.61567954,11.28905962,10.79583019,10.95844508,10.88878866,10.9471635
