,JP001,JP002,JP003,JP004,JP005,JP006,JP007,JP008
Ticrr,7.34442521,6.90598582,6.50919708,6.849394741,6.910989876,7.194511583,7.164086894,7.265881435
Tie1,6.65042259,6.616204276,6.601463263,7.219211543,7.088619201,7.194283503,7.508690288,7.503260396
Tifa,8.303497979,8.664966614,8.118088017,8.94455185,10.1448062,9.595209319,9.597767095,9.298385203
Tifab,6.570104797,6.731781482,6.159697297,7.230733086,6.19633347,6.771488059,6.572880503,6.843669756
Tigar,9.6948562,9.385964674,9.375204531,9.524169701,8.477112026,8.647463014,8.5378487,9.250100361
Tigd2,9.66834556,9.740817495,9.914374711,9.88741872,9.446729506,9.673731921,9.96637094,9.727312931
Tigd3,8.2772126,8.678488009,8.5784343,8.430202588,8.045295155,8.411678926,8.32249286,8.440300123
Tigd4,6.725789943,6.549986598,6.41766987,5.879159283,6.456451655,6.38169843,6.392776513,6.314279104
Tigd5,8.974959931,9.088289479,9.242069555,9.169084883,9.255045834,9.217266091,9.215304914,9.162262243
Tigit,6.665303257,6.367413853,6.421899813,6.727134034,6.659271646,6.520819457,6.55128255,6.592309233
Timd2,6.679541692,6.774365716,6.361778775,6.502886619,6.831688859,6.560677403,6.601869773,6.626848606
Timd4,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.058351933
Timeless,9.110804665,8.704773064,8.889663575,8.817977809,8.611886218,8.981830415,9.174875162,8.82971697
Timm10,10.44070417,10.60632744,10.70367084,10.54559503,9.984300112,10.40318838,10.46135777,10.38699692
Timm10b,10.6132651,10.35785936,11.03172738,10.82245742,10.72309414,11.02520363,10.94379117,11.00057796
Timm13,11.90375908,11.67635259,12.2696567,12.04507229,11.83252994,12.1358096,12.12634994,12.05343404
Timm17a,12.37077482,12.23062796,12.54487795,12.51030776,12.09924478,12.37212658,12.23799316,12.34215262
Timm17b,10.22706199,10.08540286,10.54454721,10.46028407,10.23128726,10.59617404,10.1979906,10.3548422
Timm21,10.07014612,9.894505458,9.922310245,10.05297033,11.05659816,10.47095839,10.18691005,10.30997936
Timm22,11.32336896,11.09868867,11.55371622,11.42101802,11.29373964,11.34418279,11.42112872,11.4936253
Timm23,12.54653428,12.73395031,12.63150272,12.53768878,12.64435026,12.75304862,12.68842315,12.6857248
Timm29,12.66929185,12.67743259,12.6076142,12.59420064,13.02117134,12.89942589,12.81427649,12.88166372
Timm44,11.2207035,10.98771164,11.3507931,11.06961705,10.65515803,10.59021678,10.47807127,10.58437735
Timm50,11.73490304,11.8823543,11.85288169,11.74308809,12.17514926,12.02726226,11.9668645,12.04988539
Timm8a1,9.811853631,9.899723508,9.953018362,9.953722154,10.74644788,10.6825652,10.49602668,10.59489353
Timm8a2,6.083478568,5.879159283,5.879159283,5.879159283,6.075458223,5.879159283,5.879159283,6.052849796
Timm8b,11.57540596,11.38582421,11.99545663,11.77961804,10.96164225,11.51061159,11.55268678,11.46611001
Timm9,10.91225727,10.79378383,11.18130549,10.76893966,10.07437426,10.29139659,10.5005097,10.30361419
Timmdc1,8.890988088,9.071078045,8.962261994,8.832220329,8.578655049,7.853922152,8.030276606,7.524010866
Timp1,6.080560285,6.428962909,5.879159283,5.879159283,6.680677609,6.632884549,6.51396705,6.540630973
Timp2,14.74618617,15.16665952,14.84346543,15.04877672,14.11745691,14.5102904,14.46537339,14.50322871
Timp3,12.04420785,12.19642952,11.80777664,12.85220879,15.06323035,14.3781109,14.3283573,14.14273641
Timp4,11.41893404,11.32620262,11.08521289,11.81945705,14.13840496,13.43314924,13.22041292,13.11422851
Tinag,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Tinagl1,6.974111312,6.780140836,6.64027302,7.379771865,6.998782189,6.880859552,8.027313375,7.489724127
Tinf2,10.12400667,9.981170899,10.08446485,10.06803745,10.66093937,10.42616985,10.56676749,10.52654075
Tiparp,10.0970005,11.13030705,10.70196557,10.8955371,12.47931323,11.62182318,11.80927359,11.7674609
Tipin,10.12657316,9.939443884,9.862947315,9.989524313,10.35696816,10.47454127,10.43438415,10.48684376
Tiprl,11.92817236,12.12537579,11.96609442,11.86980602,11.97781911,12.01474821,12.21682871,12.18422294
Tirap,7.7435472,7.813416973,7.650981708,8.519120558,9.077500941,9.254390529,9.029577993,8.8815482
Tjap1,9.997850872,9.382023578,9.830318101,9.916947311,10.78242909,10.40478455,10.2086362,10.34044388
Tjp1,11.20860752,10.90094835,10.97083955,11.00054166,11.30394421,11.11944315,11.51402617,10.78022823
Tjp2,10.67951438,10.72169503,10.78602937,10.94574716,13.01223162,12.41412206,12.53117606,12.30246304
Tjp3,6.794612306,6.887110541,7.021469428,6.919616629,6.931833284,6.969325929,7.175706377,7.475251626
Tk1,7.330361542,7.37570563,7.39536104,7.644274167,8.064692451,8.390101042,8.601975933,8.185615463
Tk2,11.39071811,11.53149911,11.44264263,11.46436606,10.59488806,10.50552015,10.47424609,10.43406357
Tkfc,8.92475463,8.559279397,8.952731926,9.048320229,8.17489389,8.18660925,7.906617236,7.985907314
Tkt,13.21395808,13.19697052,13.23093888,13.37057276,14.51328144,14.18319121,14.08595218,13.855155
Tktl1,6.081553012,6.181818037,5.879159283,6.179892745,6.457053269,6.303030062,5.879159283,5.879159283
Tktl2,6.870736415,6.580883927,6.297142392,6.339382102,7.224970458,6.417406225,6.360471357,6.885482965
Tlcd1,10.92042026,11.13338376,10.93917252,11.56328838,14.36128438,13.40598293,13.27398973,12.95013951
Tlcd2,9.526341831,9.429760084,9.668813986,9.048973069,8.330395192,8.652649509,8.978406368,8.662598081
Tldc1,9.673720496,9.810226403,9.64526485,9.832690894,10.26876612,9.922954129,9.763603109,9.738287551
Tldc2,6.174511762,6.094601064,6.226882945,5.879159283,6.226035663,6.483604414,6.132923878,6.121547246
Tle1,11.24754404,11.61370562,11.53264994,11.89753567,12.46309187,12.08917546,11.85221246,11.98412408
Tle2,10.85994134,10.67890437,10.57598503,10.8478101,10.89075977,10.81600449,10.71671014,10.78067546
Tle3,8.713156793,9.182411722,8.744616827,9.287548896,9.429183648,9.32361291,9.556672398,9.058872883
Tle4,12.92746272,12.18993248,12.64204914,12.5248008,12.80559695,12.48349824,12.55394156,12.34230471
Tle6,8.950007786,8.763980758,8.920845029,9.448746759,8.334069412,8.220162183,8.474431311,8.660340297
Tlk1,11.21237202,11.30342714,11.39016795,11.28744275,10.49136657,10.54935522,10.93059763,10.51411291
Tlk2,10.55220779,10.71580205,10.77433491,10.54168833,10.35238282,10.48840349,10.10497203,10.21881408
Tll1,7.716367028,8.126914261,8.036637302,6.959943356,7.217191795,7.703606675,7.91062623,7.701492709
Tll2,7.860860543,7.536619114,7.779702393,7.626593611,9.131347278,9.421810512,9.011391859,9.28721326
Tln1,10.87943952,10.84275965,11.24264922,11.12513922,10.11441145,10.80470712,10.72575265,10.66805409
Tln2,11.21506849,10.9428073,11.13609419,11.20808157,9.565910924,10.72731203,10.78858645,10.36844409
Tlnrd1,10.27526254,10.08802853,10.524261,10.69505796,9.790270465,9.927194748,9.883893453,9.407583901
Tlr1,6.210621048,6.686232415,6.99043774,6.599128029,6.574625477,6.295683787,6.631397459,6.598517427
Tlr11,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Tlr12,6.629255572,6.442877194,6.121433182,6.611708438,5.879159283,6.657308952,6.243657883,6.276882845
Tlr13,6.996055514,7.369600751,6.988020776,7.52518854,6.93383024,7.17345003,6.507047652,7.254780705
Tlr2,7.309031127,8.24061049,8.511660965,8.996365606,7.825956463,8.378563183,7.668493682,8.333630036
Tlr3,9.418211284,9.662233651,9.046634952,9.968255664,12.29807642,11.54202933,11.49623489,11.00881124
Tlr4,6.796902247,7.09630185,6.621480839,7.30661608,8.613846116,7.830422668,7.950400296,7.617570948
Tlr5,6.088536282,6.64685936,6.166321533,6.859912617,7.485630742,7.58634824,6.890054287,7.278430832
Tlr6,6.754422687,6.703932478,6.575881138,6.754170498,7.607617528,7.419415323,7.319094908,6.939558264
Tlr7,7.8820752,7.279763347,7.294767532,7.556656439,6.727414198,7.712623188,7.019838043,7.013219164
Tlr8,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Tlr9,6.081641572,6.670947744,6.221297387,6.305224721,5.879159283,6.149052172,6.32504112,6.411673154
Tlx1,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Tlx2,5.879159283,5.879159283,5.879159283,5.879159283,6.087007005,5.879159283,6.048756039,5.879159283
Tlx3,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Tm2d1,11.40415186,11.29665162,11.49279644,11.41839226,11.42241189,11.32763208,11.26904339,11.1832372
Tm2d2,12.55009112,12.78550259,12.88146904,12.70573777,13.27322461,13.23396956,13.07663933,13.23508521
Tm2d3,11.60271122,11.59199666,11.95288973,11.79394487,11.679112,11.44493833,11.41011168,11.49213656
Tm4sf1,6.414223904,7.623238946,6.772627194,7.609360887,7.425973101,7.426248165,8.453714487,8.501796648
Tm4sf19,6.163106821,6.248396665,5.879159283,5.879159283,6.151494778,5.879159283,5.879159283,5.879159283
Tm4sf20,5.879159283,5.879159283,5.879159283,6.049046503,5.879159283,5.879159283,6.057449474,6.206425105
Tm4sf4,5.879159283,5.879159283,6.300496023,5.879159283,5.879159283,5.879159283,5.879159283,6.056713983
Tm4sf5,6.421908911,6.502913117,6.47541664,6.413340944,6.153121468,5.879159283,6.438967165,6.507930534
Tm6sf1,9.731454504,9.942680399,9.841730947,9.609954066,8.515564106,9.353724248,8.678835759,9.189451625
Tm6sf2,6.234717684,7.164907761,7.094544627,6.513925479,6.678441947,6.445546275,6.296167345,6.268898971
Tm7sf2,10.58589702,10.46320049,10.69985097,10.63411174,11.60504629,11.02221873,11.04432879,10.64478474
Tm7sf3,11.54504052,11.59322865,11.7654741,11.74465572,13.39293306,13.0064493,12.83651494,13.12194201
Tm9sf1,11.53895153,11.7155278,11.65843319,11.74218929,12.11423388,11.74255532,11.61388419,11.70247226
Tm9sf2,13.77991413,13.99649832,13.71545509,13.81839748,14.49252984,14.20603253,14.14707138,14.17785312
Tm9sf3,13.41577967,13.5076802,13.34916737,13.44426906,13.63422215,13.5823255,13.5445296,13.70558842
Tm9sf4,12.84470921,12.80530548,12.71542363,12.8015861,13.16642165,12.85163073,12.70157245,12.90279173
Tma16,9.286028679,9.253953784,8.959797476,8.741106272,9.327889447,9.425786759,9.305778637,9.550073072
Tma7,11.5374299,11.3208768,11.64519297,11.65339763,11.03570452,11.85329826,11.60104819,11.93870775
Tma7-ps,5.879159283,5.879159283,6.232252637,6.292102747,5.879159283,5.879159283,5.879159283,5.879159283
Tmbim1,11.75685315,11.89075026,12.1295433,12.20674977,14.56697676,14.18754454,13.84664169,14.02449637
Tmbim4,11.77349218,11.85570883,11.933156,11.75943809,12.62436874,12.3331462,12.24479002,12.27409966
Tmbim6,12.03460182,12.34578628,12.04044885,12.35020693,13.84533311,13.39661177,13.07768221,13.17869203
Tmbim7,6.130677779,5.879159283,6.072845263,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Tmc1,7.121192868,7.091077054,7.178136174,6.99739202,6.935257736,6.792239883,7.115197614,7.06578753
Tmc2,5.879159283,6.093336283,6.175658041,6.125649996,6.214402532,6.070032535,6.324935936,6.131160499
Tmc3,7.145222502,7.375832494,7.404341821,7.40876329,7.734353796,7.867754997,6.95539305,7.620987411
Tmc4,7.517590403,7.25433505,7.17461631,7.2131349,7.304348876,6.984220092,7.149577275,7.04480695
Tmc4-ps,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,6.137554817,5.879159283
Tmc5,6.562593269,6.574292082,6.340967304,6.329481252,6.915382353,6.633541429,6.37025934,6.712013415
Tmc6,8.487994333,8.585560177,8.396218205,8.445364275,9.427434042,9.533906074,9.259668097,9.193519855
Tmc7,10.17811844,9.984823517,9.84618352,10.28262013,12.64966188,11.81101031,11.69929228,11.28572393
Tmc8,6.938707709,6.939007358,6.324341054,6.403733582,6.389079427,6.641247871,6.584550584,6.72690239
Tmcc1,10.69503986,11.13604692,10.49554753,10.88147227,12.41808453,11.64294716,11.39256418,11.72667177
Tmcc2,11.55572944,11.41669509,11.69835416,11.6318327,12.18737345,12.32775524,12.27115964,12.2051882
Tmcc3,10.9538915,10.90294808,11.17839758,11.13869122,12.73208952,12.6724284,12.42824209,12.43893551
Tmco1,11.34218868,11.59570394,11.44252105,11.46006823,12.09362322,11.53826523,11.35063926,11.44114943
Tmco2,5.879159283,6.252507272,6.215368402,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Tmco3,11.79720106,11.83052186,11.90509317,12.20300018,12.92418898,12.85379758,12.71711354,12.73452852
Tmco4,8.323419511,7.908738239,8.218301154,8.561408711,10.72227895,9.903379791,9.244806052,9.568182659
Tmco5,7.315084536,7.879327881,7.574706994,7.359845673,7.935242411,8.279410301,8.427531843,8.903402625
Tmco5b,6.288054306,5.879159283,5.879159283,6.337121503,6.465312833,6.206403736,6.452939286,6.129177867
Tmco6,9.657387558,9.561853762,9.600172552,9.668576254,10.15818222,9.355638617,9.332374453,9.313694781
Tmed1,10.45861953,10.71114035,10.51099118,10.70930515,12.14790688,11.89702612,11.5744971,11.6293464
Tmed10,11.78033667,12.00698445,12.01048116,12.13159711,13.89777544,13.4712447,13.18908805,13.19468203
Tmed10-ps,6.290940848,6.463696424,6.051696345,6.324697578,6.835184758,6.424799618,6.277720844,5.879159283
Tmed11,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Tmed2,13.70189485,13.82531134,13.75025243,13.6984075,14.5961453,14.42941622,14.19504306,14.43727191
Tmed3,10.88988956,11.12295549,11.17616572,11.14123476,11.542544,11.25870802,11.16692082,11.20501327
Tmed4,12.58109157,12.66827679,12.73459197,12.69308976,13.34289101,13.24737205,13.05923264,13.21534406
Tmed5,10.71456877,10.92913747,10.64731135,10.91368044,11.93459378,11.76525177,11.82421937,11.68992297
Tmed6,5.879159283,6.096139261,5.879159283,6.257231183,6.074281411,5.879159283,5.879159283,5.879159283
Tmed7,13.02797872,13.02663855,13.06923015,13.06321698,13.77277773,13.51072899,13.61174895,13.48542797
Tmed8,10.47828784,10.19878969,10.4048172,10.76971584,9.226849251,9.618113056,10.27566715,9.642824632
Tmed9,11.5840371,11.52252704,11.00777111,11.15663787,12.29075387,11.24017876,10.91909172,12.01045102
Tmeff1,12.55935471,12.82746407,12.73489049,12.60877238,11.73067804,12.52754909,12.39266449,12.61725871
Tmeff2,13.13655862,13.22277166,13.32383332,12.99285427,13.93596616,14.17936348,13.81348696,14.31668525
Tmem100,10.23877589,10.5323672,10.47973595,11.26134551,13.16489887,12.60258228,12.5311032,12.55027669
Tmem101,10.35899408,10.45031368,10.75621619,10.81365986,11.22085956,11.05888945,10.86295734,11.11700352
Tmem102,6.450168189,6.753490943,6.901790304,6.589045563,6.970937344,7.190538315,6.722332856,6.948954488
Tmem104,10.07723591,10.29895632,9.939866504,10.50035119,11.92027181,11.22336718,11.07613977,10.92304162
Tmem106a,6.535121102,6.770634379,6.846498675,7.262973144,7.882051449,7.750459468,7.548053976,7.974796197
Tmem106b,12.64830426,12.37903057,12.15799588,12.46387145,13.07486034,12.5220553,12.81493409,12.58841992
Tmem106c,10.58255713,10.74382175,10.72925833,11.05951295,10.27179295,10.08968158,9.908364385,9.880629317
Tmem107,9.306461587,9.399952489,9.569668202,9.315167559,8.592260037,8.680313407,8.704101006,8.753799456
Tmem108,10.42759522,10.62430557,10.14866036,10.45333259,10.35311198,10.90651365,10.33988717,10.84329961
Tmem109,12.15503067,12.02470451,12.09383608,12.09861744,12.62351838,12.1373653,12.12958326,12.03168555
Tmem11,11.19537377,11.32178308,11.32790793,11.17015237,11.09308298,11.28856203,11.20819744,11.29045492
Tmem110,10.67271359,10.74053768,11.09079829,10.95398503,11.66756234,11.34689146,11.20862601,11.09795354
Tmem114,7.172310409,7.318522262,7.0947093,6.749935744,6.651611757,7.297914648,7.339050064,7.137486471
Tmem115,11.50566961,11.43885807,11.50860619,11.75804265,12.84694443,12.41019461,12.32075423,12.17735296
Tmem116,8.370741333,8.224995567,8.50874658,7.996212605,7.864501089,7.490545619,7.796302394,7.774754569
Tmem117,9.350026906,9.290594284,9.202408866,9.326890751,9.329778837,10.19093549,9.305368994,10.26543852
Tmem119,8.768046177,9.880811573,9.751884677,10.90262324,8.562312256,10.06096415,8.776417219,9.490075793
Tmem120a,10.46990843,10.63871867,10.68101019,10.62883254,11.14679949,10.88564772,10.80902122,10.89449309
Tmem120b,9.783016803,9.47614694,9.676579916,9.583698608,9.881313162,9.919209917,9.944198219,9.908683603
Tmem121,10.36902405,10.88150779,10.86569905,10.8540103,11.41633522,11.11445273,10.91059693,11.39331492
Tmem121b,11.68489647,11.74728166,11.71702073,11.83853845,9.633838205,10.71659941,10.99737539,10.40182694
Tmem123,9.354757095,9.148668413,9.33415825,9.500791268,11.08012288,11.15381382,10.94116758,11.23038752
Tmem125,9.494106357,9.137313621,9.964656499,9.272013526,11.35776971,11.61446582,11.32792142,11.56949604
Tmem126a,10.58920773,10.51589491,10.61326741,10.47037564,10.26622453,10.5019224,10.53988485,10.48560099
Tmem126b,11.47154893,11.637778,11.64791593,11.50834742,10.34720439,10.79354302,10.74381356,10.72943908
Tmem127,11.38857706,12.51887326,11.35061829,11.43647022,12.57747067,12.31943523,11.49687223,12.66329466
Tmem128,10.83743579,10.68769428,10.74309715,10.67185912,11.50049438,11.19883502,11.28752934,11.07907973
Tmem129,11.56435402,11.70895065,11.61152496,11.84375146,13.24012393,12.6115862,12.45427928,12.36407401
Tmem130,13.82249617,14.08922585,13.77632064,13.78793959,12.05569869,13.03904238,13.17993046,13.29516345
Tmem131,11.15454237,11.21686381,10.87509782,11.25746457,11.14045097,11.07853641,11.15279789,10.80638881
Tmem131l,9.782422755,9.619607138,9.691634212,9.911153281,9.662205227,9.781043466,9.609108108,9.922642208
Tmem132a,13.56711872,13.16282004,13.45148953,13.50942396,12.03323157,12.65114835,12.88890218,12.37912839
Tmem132b,12.47931594,12.80523142,12.3053515,12.56768104,11.98593564,12.71695046,12.61034895,12.47478646
Tmem132c,6.860375355,7.127540065,6.890620817,7.491664935,7.571270874,8.086197649,7.767101137,8.089779177
Tmem132d,11.66539384,11.67041527,11.43514843,11.67979278,10.02088473,10.6597176,10.94447987,10.76824205
Tmem132e,9.120954973,10.29230742,9.431405476,9.41485899,9.288575808,9.561847714,9.773994155,9.763455645
Tmem134,10.26784202,10.19776674,10.58736786,10.26748271,10.91153648,10.61093262,10.49235049,10.57948148
Tmem135,11.97974017,12.09055993,11.8685149,11.8865342,12.50775845,12.20587852,12.13399573,12.15076949
Tmem136,10.16529694,10.21494221,10.02579624,9.919897945,10.39231739,10.35243981,10.1909029,10.11532326
Tmem138,9.880272563,10.20288744,9.811053874,9.808129599,10.35695274,10.04026007,9.945092128,10.03630855
Tmem139,6.458970176,5.879159283,5.879159283,6.304898071,5.879159283,6.068893274,6.062429465,6.48958165
Tmem140,6.619325571,6.834901781,6.174174686,6.996758375,7.432437075,6.924017299,7.383207939,6.645888229
Tmem141,9.739564406,9.959165818,10.20042512,9.910710416,9.377279584,10.03499316,9.830451461,9.807000669
Tmem143,8.815134718,9.405511359,8.633826723,8.394149873,9.015284348,7.906878721,7.887877612,7.876709237
Tmem144,9.629420879,9.711149234,10.06203995,10.19317504,11.9018603,11.40721589,11.33548358,11.21295632
Tmem145,10.4674255,10.56675774,10.36385049,10.54020344,9.55429589,10.13068898,10.05158923,10.07483794
Tmem147,12.33153875,12.20032039,12.45261227,12.30505202,12.15158224,12.22528275,12.21015432,12.09757497
Tmem14a,11.56628019,11.350499,11.78791866,11.54642292,10.7079615,10.80938784,11.02379834,11.00555843
Tmem14c,11.32623158,11.29375989,11.6646484,11.32050121,11.10750766,11.10930169,11.08103706,10.95759867
Tmem150a,8.464567565,8.860607058,8.39972461,8.806808755,9.243193001,9.18588688,8.784244383,8.899843995
Tmem150b,6.069050841,6.424489978,5.879159283,6.11000894,6.13605404,6.057844969,6.260722877,6.04608818
Tmem150c,10.47906026,10.60634504,10.24651067,10.30187214,9.155428509,9.578588794,9.928760842,9.483432684
Tmem151a,15.07645585,15.08003444,15.16559833,14.94564793,14.5340652,15.04146541,14.91192842,15.04675221
Tmem151b,9.891292812,10.30952043,10.02361337,10.03042307,8.964478871,9.687493377,9.289719893,9.523382093
Tmem154,7.288083301,7.137515666,7.084280563,7.15042126,7.021387591,7.217029799,6.974845684,6.893210499
Tmem156,6.499989511,6.618084061,6.60561122,6.674488351,6.672300532,6.754446207,6.811975824,6.666484084
Tmem158,12.46306596,12.4766117,12.52240973,12.2279684,10.66012917,11.74577424,11.6424701,11.8670647
Tmem159,10.65450635,10.20784622,10.80995972,10.39631953,10.0093971,10.56188749,10.44046228,10.65902392
Tmem160,11.02440069,10.98365612,11.52104097,11.18199367,10.86283721,11.15117457,11.27313372,11.11794472
Tmem161a,11.54353383,11.4657283,11.31796142,11.32778217,12.34967506,12.01996937,11.87544675,11.99769993
Tmem161b,10.71819784,10.75978012,10.49303112,10.56726333,11.25995231,11.08815493,10.89671895,11.13752096
Tmem163,10.16462582,9.844688498,10.62915095,10.21831186,10.88546539,11.37726263,11.28663248,11.39033681
Tmem164,10.52748014,10.85721155,10.16511699,10.54544823,12.21928846,11.58128467,11.63564564,11.40657158
Tmem165,11.58427597,11.6407365,11.76501942,11.61609493,12.42319462,12.02673582,11.92182298,11.90913503
Tmem167,11.67937344,11.89579865,11.85333371,11.93765151,11.57401275,11.77214466,11.85236405,12.026152
Tmem167-ps1,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Tmem167-ps2,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Tmem167-ps3,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
Tmem167b,11.52936874,11.58419718,11.48316183,11.42673884,12.02959722,11.92444739,11.9093577,12.13121777
Tmem168,10.52148836,10.72164034,10.5403096,10.233528,11.45500382,11.10616643,11.03912543,11.02297946
Tmem169,10.76389937,10.85741702,10.76565079,10.60925978,9.584294848,10.28683687,10.04905035,10.46027702
Tmem17,9.003000366,9.546512296,9.491758734,9.208487323,9.196091241,9.422141826,9.331648457,9.568554042
Tmem170,7.012703994,7.316963551,6.951336754,7.398052319,7.907916534,7.72713706,7.479955382,7.755671057
Tmem170b,11.96163168,12.07918542,11.55467072,11.90208133,11.6872984,11.70628461,11.51851754,11.76062382
Tmem171,6.082529935,6.679070301,6.190178284,6.392781639,5.879159283,6.143759872,6.282420826,6.340678459
Tmem173,7.364384169,8.007091773,7.72473028,8.314702334,9.330005093,8.526408155,8.657029324,8.467690754
Tmem174,6.230214805,6.250769426,6.176093942,6.053332593,5.879159283,6.148238507,6.137088241,6.348082138
Tmem175,11.86664905,12.10296854,11.91216091,11.82879356,12.32204628,11.78770769,11.68649704,11.78184165
Tmem176a,9.977680357,10.34203192,10.318092,11.06832607,12.64989568,12.21638772,12.0486401,12.01716822
Tmem176b,10.78170543,10.96804326,11.12646569,11.76156735,13.44563211,12.9039012,12.92769784,12.77875687
Tmem177,10.00969916,10.05555308,9.942158062,9.753487362,9.512382922,9.458662203,9.467495926,9.504770325
Tmem178,12.36463286,11.86216633,12.24749159,12.20938068,10.5570922,11.18674879,11.3031115,11.41996136
Tmem178b,10.7467339,10.6180821,10.19410353,10.22165447,10.1496173,10.19876421,10.13594709,10.42171134
Tmem179,13.57105272,13.69322746,13.63880267,13.50595839,12.35827605,13.18090941,13.24087518,13.35954675
Tmem179b,9.262540123,8.996864589,8.886888066,9.039676346,10.11570169,9.589651698,9.433350848,9.440183887
Tmem18,11.32666434,11.30303686,11.25976054,11.34641935,11.76082584,11.45149362,11.44450407,11.46809341
Tmem181a,12.35322855,12.35330046,12.0885249,12.02714259,11.56664567,11.80656896,11.79763075,11.83537257
Tmem181b-ps,10.77444286,10.66544832,9.178336172,8.902160137,9.336322527,9.381294844,9.448500682,9.42972311
Tmem181c-ps,7.227500163,7.305000002,6.1220728,6.586765085,6.627809201,6.579454282,6.504756409,6.57894499
Tmem182,5.879159283,6.44353504,6.469392262,6.338625459,6.425190179,6.50700302,6.286249272,6.057280986
Tmem183a,11.90096462,12.08954303,12.03750911,12.0974704,11.98540798,12.13042518,12.18454351,12.28414576
Tmem184a,6.52917868,5.879159283,6.176845292,6.34225531,6.148006435,5.879159283,6.161366599,6.226139242
Tmem184b,12.53011456,12.77140879,12.50626292,12.62982939,12.84890446,12.70266519,12.6692751,12.79999246
Tmem184c,12.38438967,12.59604108,12.50859095,12.52198137,13.14770248,12.89949926,12.97758855,12.96754318
Tmem185a,11.6130394,11.88988495,11.54654375,11.66452623,12.03891434,11.77343785,11.61107408,11.71914042
Tmem185b,10.32835913,10.39530657,10.55874417,10.5286261,10.99792257,10.65550073,10.60441641,10.40932857
Tmem186,10.49427065,10.79351419,10.31081746,10.44681457,10.05127525,9.868721202,9.832674678,9.669543658
Tmem189,12.13221943,12.08425967,12.33227132,12.15488095,13.08055018,13.05886364,12.83749038,12.84003659
Tmem19,11.44362739,11.40273714,11.30271386,11.28289529,11.99460432,11.81112377,11.8585942,11.7653798
Tmem190,6.274070406,6.34781081,6.331071413,6.464281707,6.321511968,6.470817611,6.608129793,6.262637691
Tmem191c,12.55885561,12.48878037,12.67796108,12.31672949,11.21004059,11.67778469,11.76266954,11.73699024
Tmem192,10.51612403,10.54338945,10.72245932,10.63490844,10.44686821,10.7055726,10.54397915,10.63687148
Tmem196,10.74153478,10.68436544,10.67818888,10.50083539,8.87781542,9.67936682,9.709238723,10.13235055
Tmem198,12.45706238,12.72406068,12.52683756,12.4657069,10.99341794,11.64136413,11.76205592,11.79397394
Tmem198b,9.251458043,9.663051126,9.700196897,9.857190112,12.10313712,11.41112131,11.28156115,11.00707009
Tmem199,11.76381685,11.77896957,11.9906622,11.72244048,10.19977219,10.36208045,10.0816295,10.4611511
Tmem200a,10.24470814,10.35176615,10.02583899,9.999081786,8.712058646,9.605647698,9.617011325,9.651154233
Tmem200b,8.602647902,8.40228747,8.217301912,8.629688271,7.832308649,7.891260102,8.064788889,8.105396881
Tmem200c,6.562832502,6.776908727,7.855406005,6.744819087,8.299209512,7.253229489,7.925096287,7.025075508
Tmem201,12.36831786,12.4653657,12.24956218,12.21828326,12.81078923,12.50484215,12.5318453,12.47885048
Tmem202,7.426641584,7.627330211,7.677988929,7.780539039,7.271154791,7.238527114,7.31291596,7.455065453
Tmem203,8.916931911,8.904933747,9.239547016,8.872052429,9.460100623,9.323758982,9.463623813,9.361231643
Tmem204,7.436913398,7.418161318,7.409272137,7.979519174,7.694073171,7.720889924,7.818946957,7.620092773
Tmem205,10.5332633,10.69905327,10.91639452,10.71934568,11.59792317,11.24332168,11.05945487,10.98816988
Tmem206,9.831002689,9.995599114,10.11860145,10.29927429,10.67744623,10.60645156,10.41376874,10.45150286
Tmem207,6.749706742,6.060006259,6.083519148,5.879159283,6.042777216,6.03988788,5.879159283,5.879159283
Tmem208,10.93389113,10.86246712,11.2149218,10.93479285,11.69612926,11.45612028,11.4340579,11.41755572
Tmem209,11.01808946,11.41100249,10.84835127,11.05412314,11.28008928,10.73119465,10.54463405,10.5104757
Tmem210,5.879159283,6.140079181,6.0898081,5.879159283,6.122738267,6.17847156,5.879159283,6.218193811
Tmem211,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283,5.879159283
